date,value
2023-06-12,32403.094341476557
2023-06-13,32586.680695109524
2023-06-14,32805.94821769441
2023-06-15,33014.20383623314
2023-06-16,33230.645039433024
2023-06-17,33468.580899086104
2023-06-18,33663.67313676605
2023-06-19,33848.598413478896
2023-06-20,34030.80812488639
2023-06-21,34214.49191918708
2023-06-22,34412.949884998794
2023-06-23,34619.772924495126
2023-06-24,34825.30674048173
2023-06-25,35041.85040546245
2023-06-26,35242.11044330001
2023-06-27,35471.181124843155
2023-06-28,35665.887988178394
2023-06-29,35920.29137151019
2023-06-30,36132.804718465486
2023-07-01,36315.66156733716
2023-07-02,36494.24371737594
2023-07-03,36703.893165680805
2023-07-04,36899.42390997429
2023-07-05,37113.70391985613
2023-07-06,37323.1686723476
2023-07-07,37521.712094094466
2023-07-08,37704.776219733096
2023-07-09,37874.47927523938
2023-07-10,38065.548976198035
2023-07-11,38282.676952084505
2023-07-12,38486.95882696711
2023-07-13,38662.04405139287
2023-07-14,38865.50766990989
2023-07-15,39073.21401750447
2023-07-16,39255.536868780444
2023-07-17,39458.61137089936
2023-07-18,39659.775545268276
2023-07-19,39836.91613931167
2023-07-20,40044.071886518635
2023-07-21,40255.287577046
2023-07-22,40476.948601909506
2023-07-23,40698.0246429502
2023-07-24,40870.47125559106
2023-07-25,41051.71475479276
2023-07-26,41262.015460136936
2023-07-27,41472.29117915518
2023-07-28,41682.592132881306
2023-07-29,41959.6467626944
2023-07-30,42171.06457290826
2023-07-31,42393.775885711875
2023-08-01,42612.85592098174
2023-08-02,42825.88374600786
2023-08-03,43019.57836111505
2023-08-04,43234.75774552491
2023-08-05,43419.30124123416
2023-08-06,43614.56486909936
2023-08-07,43804.85759814278
2023-08-08,44006.49508093051
2023-08-09,44252.78825226398
2023-08-10,44415.44294841214
2023-08-11,44629.16815221963
2023-08-12,44796.913834795836
2023-08-13,44987.475197480046
2023-08-14,45209.25420941939
2023-08-15,45410.5398098013
2023-08-16,45588.98491424272
2023-08-17,45774.67884005752
2023-08-18,45988.27079503621
2023-08-19,46173.66346240187
2023-08-20,46377.992634193506
2023-08-21,46578.90407099158
2023-08-22,46765.87206403946
2023-08-23,47008.75094582597
2023-08-24,47221.42932627233
2023-08-25,47380.92647453918
2023-08-26,47584.655560834566
2023-08-27,47771.4198315392
2023-08-28,47988.468498235125
2023-08-29,48172.61808346647
2023-08-30,48370.323354637134
2023-08-31,48580.42310021674
2023-09-01,48797.73820410015
2023-09-02,48973.73227595903
2023-09-03,49167.042251242216
2023-09-04,49357.543345018996
2023-09-05,49544.47676036752
2023-09-06,49779.785845173144
2023-09-07,49987.88547939236
2023-09-08,50162.66780030566
2023-09-09,50381.02503924676
2023-09-10,50623.46816318701
2023-09-11,50844.117468398035
2023-09-12,51013.730069078956
2023-09-13,51204.045387621634
2023-09-14,51429.383610605364
2023-09-15,51615.230221292986
2023-09-16,51824.10660985591
2023-09-17,52039.599290924496
2023-09-18,52221.060681492934
2023-09-19,52419.870174371696
2023-09-20,52555.04482757032
2023-09-21,52734.55707474363
2023-09-22,52929.50571171576
2023-09-23,53104.55004807647
2023-09-24,53337.198274155104
2023-09-25,53508.59544659589
2023-09-26,53699.794556861954
2023-09-27,53902.40936840768
2023-09-28,54131.234834189
2023-09-29,54302.517591165415
2023-09-30,54525.780866208515
2023-10-01,54725.98552742891
2023-10-02,54906.35535440795
2023-10-03,55115.59742389321
2023-10-04,55319.57861780468
2023-10-05,55507.5742802615
2023-10-06,55708.9703219613
2023-10-07,55901.26405002407
2023-10-08,56103.53439692909
2023-10-09,56316.777010419515
2023-10-10,56548.49734674242
2023-10-11,56723.74103676588
2023-10-12,56966.401704259006
2023-10-13,57127.35994826855
2023-10-14,57324.32424636784
2023-10-15,57536.09059049753
2023-10-16,57741.71042785223
2023-10-17,57929.25643745582
2023-10-18,58125.093992448674
2023-10-19,58315.233973755494
2023-10-20,58503.44667861661
2023-10-21,58720.43872055703
2023-10-22,58927.579030276334
2023-10-23,59113.72083837112
2023-10-24,59331.712835879785
2023-10-25,59537.85882629732
2023-10-26,59754.1160686741
2023-10-27,59966.70864551257
2023-10-28,60150.128745294125
2023-10-29,60338.92512449018
2023-10-30,60553.87099659265
2023-10-31,60766.078401901315
2023-11-01,60965.66037002203
2023-11-02,61168.0069176882
2023-11-03,61393.56021560397
2023-11-04,61581.728787827255
2023-11-05,61792.67073545066
2023-11-06,61988.62688240198
2023-11-07,62184.27325833743
2023-11-08,62406.24879537718
2023-11-09,62622.75712235694
2023-11-10,62839.02731507695
2023-11-11,63065.136891220034
2023-11-12,63265.55696805269
2023-11-13,63479.19602747859
2023-11-14,63672.99069234672
2023-11-15,63879.47401939649
2023-11-16,64076.871158309135
2023-11-17,64278.81107760899
2023-11-18,64490.714218117726
2023-11-19,64674.34980445306
2023-11-20,64916.19754996677
2023-11-21,65096.077202336775
2023-11-22,65271.79343008102
2023-11-23,65494.955647551025
2023-11-24,65710.78890143028
2023-11-25,65923.27129777132
2023-11-26,66135.8382079566
2023-11-27,66335.59327249967
2023-11-28,66517.64818506995
2023-11-29,66719.16427623383
2023-11-30,66905.6210420036
2023-12-01,67125.12343667194
2023-12-02,67322.1822890419
2023-12-03,67505.67234510605
2023-12-04,67699.244628273
2023-12-05,67907.5032573585
2023-12-06,68096.22876630243
2023-12-07,68279.7843583911
2023-12-08,68484.65810262095
2023-12-09,68689.55743404312
2023-12-10,68879.4185705357
2023-12-11,69069.99780442333
2023-12-12,69274.63880317048
2023-12-13,69445.67711634054
2023-12-14,69617.527840853
2023-12-15,69803.15895642796
2023-12-16,69998.89001339371
2023-12-17,70205.10816470567
2023-12-18,70434.61528904467
2023-12-19,70651.76848150871
2023-12-20,70848.56971090945
2023-12-21,71048.18938675139
2023-12-22,71228.13879945863
2023-12-23,71427.76853673877
2023-12-24,71621.99536396038
2023-12-25,71828.44973516715
2023-12-26,72011.9051162961
2023-12-27,72222.29204658091
2023-12-28,72452.94682484097
2023-12-29,72650.77162187183
2023-12-30,72858.8058563138
2023-12-31,73072.60873614803
